"customer_id","basket_id"
2834,"B-3574"
2880,"B-3496"
2932,"B-3535"
2985,"B-3556"
2987,"B-3533"
3046,"B-3546"
3050,"B-3578"
3063,"B-3579"
3072,"B-3525"
3128,"B-3491"
3199,"B-3495"
3211,"B-3514"
3276,"B-3494"
3293,"B-3498"
3302,"B-3560"
3322,"B-3510"
3329,"B-3499"
3332,"B-3512"
3373,"B-3568"
3528,"B-3562"
3566,"B-3575"
3580,"B-3504"
3612,"B-3537"
44,"B-3587"
1141,"B-3581"
1229,"B-3586"
1734,"B-3585"
2593,"B-3584"
2802,"B-3583"
3410,"B-3582"
401,"B-3599"
616,"B-3612"
781,"B-3609"
928,"B-3615"
979,"B-3602"
1029,"B-3594"
1214,"B-3600"
1254,"B-3611"
1260,"B-3614"
1279,"B-3590"
1425,"B-3603"
1429,"B-3601"
1525,"B-3598"
1692,"B-3610"
1877,"B-3607"
2031,"B-3588"
2152,"B-3592"
2314,"B-3591"
2388,"B-3605"
2395,"B-3608"
2434,"B-3606"
2442,"B-3595"
2486,"B-3604"
2563,"B-3589"
2775,"B-3597"
2986,"B-3596"
3181,"B-3613"
3364,"B-3593"
3580,"B-3616"
33,"B-3649"
39,"B-3639"
198,"B-3636"
224,"B-3641"
268,"B-3664"
332,"B-3628"
368,"B-3672"
378,"B-3623"
408,"B-3655"
584,"B-3663"
747,"B-3626"
772,"B-3650"
819,"B-3644"
820,"B-3627"
930,"B-3659"
953,"B-3676"
1135,"B-3657"
1238,"B-3618"
1288,"B-3675"
1395,"B-3631"
1439,"B-3658"
1490,"B-3646"
1512,"B-3640"
1517,"B-3637"
1610,"B-3630"
1644,"B-3670"
1664,"B-3629"
1824,"B-3660"
1860,"B-3651"
1929,"B-3647"
1969,"B-3645"
1992,"B-3669"
1994,"B-3617"
2057,"B-3671"
2063,"B-3665"
2093,"B-3624"
2139,"B-3667"
2214,"B-3656"
2302,"B-3638"
2333,"B-3662"
2338,"B-3648"
2418,"B-3619"
2457,"B-3632"
2554,"B-3652"
2562,"B-3653"
2709,"B-3635"
2875,"B-3642"
2904,"B-3622"
3143,"B-3666"
3152,"B-3674"
3172,"B-3661"
3185,"B-3643"
3261,"B-3668"
3295,"B-3673"
3298,"B-3654"
3401,"B-3621"
3541,"B-3633"
3572,"B-3634"
3574,"B-3620"
3598,"B-3625"
5,"B-3712"
58,"B-3696"
267,"B-3681"
368,"B-3682"
377,"B-3717"
466,"B-3678"
590,"B-3714"
712,"B-3704"
834,"B-3702"
840,"B-3687"
949,"B-3692"
964,"B-3693"
995,"B-3685"
1015,"B-3698"
1135,"B-3679"
1194,"B-3684"
1235,"B-3690"
1429,"B-3709"
1775,"B-3689"
2091,"B-3708"
2190,"B-3716"
2196,"B-3703"
2401,"B-3677"
2481,"B-3697"
2583,"B-3686"
2639,"B-3713"
2669,"B-3715"
2672,"B-3706"
2867,"B-3700"
2891,"B-3705"
3026,"B-3710"
3077,"B-3711"
3132,"B-3699"
3185,"B-3683"
3197,"B-3694"
3234,"B-3680"
3254,"B-3695"
3267,"B-3701"
3339,"B-3688"
3530,"B-3691"
3612,"B-3707"
43,"B-3771"
66,"B-3750"
106,"B-3730"
160,"B-3722"
267,"B-3753"
314,"B-3758"
336,"B-3740"
399,"B-3723"
645,"B-3767"
697,"B-3748"
741,"B-3764"
828,"B-3739"
839,"B-3744"
881,"B-3741"
951,"B-3745"
1019,"B-3735"
1250,"B-3743"
1266,"B-3775"
1301,"B-3736"
1302,"B-3763"
1356,"B-3774"
1362,"B-3778"
1383,"B-3754"
1482,"B-3769"
1559,"B-3742"
1612,"B-3725"
1633,"B-3765"
1716,"B-3756"
1737,"B-3728"
1748,"B-3719"
1830,"B-3780"
1832,"B-3726"
1858,"B-3731"
1966,"B-3759"
1982,"B-3747"
2089,"B-3776"
2177,"B-3768"
2213,"B-3757"
2215,"B-3766"
2236,"B-3782"
2302,"B-3734"
2326,"B-3718"
2355,"B-3724"
2366,"B-3781"
2525,"B-3732"
2608,"B-3720"
2648,"B-3770"
2681,"B-3738"
2690,"B-3721"
2724,"B-3777"
2740,"B-3729"
2824,"B-3737"
2870,"B-3762"
3029,"B-3746"
3055,"B-3733"
3063,"B-3755"
3105,"B-3749"
3177,"B-3727"
3202,"B-3779"
3208,"B-3760"
3332,"B-3751"
3367,"B-3761"
3400,"B-3752"
3474,"B-3773"
3580,"B-3772"
528,"B-3786"
1509,"B-3788"
1519,"B-3784"
2082,"B-3783"
2166,"B-3787"
2582,"B-3785"
33,"B-3789"
291,"B-3825"
345,"B-3793"
362,"B-3820"
378,"B-3797"
384,"B-3809"
388,"B-3813"
523,"B-3821"
646,"B-3800"
847,"B-3807"
1072,"B-3804"
1130,"B-3790"
1188,"B-3796"
1289,"B-3822"
1430,"B-3799"
1451,"B-3794"
1555,"B-3824"
1653,"B-3805"
1662,"B-3819"
2119,"B-3803"
2154,"B-3815"
2580,"B-3823"
2734,"B-3811"
2777,"B-3798"
2822,"B-3792"
2881,"B-3808"
2977,"B-3812"
2987,"B-3801"
3012,"B-3818"
3253,"B-3795"
3328,"B-3806"
3455,"B-3802"
3494,"B-3791"
3503,"B-3814"
3528,"B-3817"
3546,"B-3816"
3616,"B-3810"
9,"B-3905"
51,"B-3898"
57,"B-3862"
58,"B-3935"
93,"B-3925"
108,"B-3912"
161,"B-3950"
162,"B-3933"
208,"B-3954"
216,"B-3871"
222,"B-3926"
237,"B-3887"
242,"B-3885"
315,"B-3876"
334,"B-3841"
369,"B-3956"
393,"B-3895"
430,"B-3840"
446,"B-3877"
474,"B-3922"
478,"B-3897"
489,"B-3839"
538,"B-3859"
642,"B-3940"
650,"B-3884"
665,"B-3951"
690,"B-3941"
708,"B-3945"
711,"B-3886"
737,"B-3959"
795,"B-3894"
831,"B-3929"
894,"B-3910"
926,"B-3829"
931,"B-3860"
969,"B-3893"
1014,"B-3866"
1080,"B-3827"
1089,"B-3861"
1141,"B-3927"
1146,"B-3854"
1231,"B-3928"
1234,"B-3833"
1300,"B-3830"
1352,"B-3948"
1365,"B-3921"
1372,"B-3943"
1396,"B-3938"
1408,"B-3870"
1417,"B-3900"
1446,"B-3831"
1477,"B-3932"
1527,"B-3946"
1558,"B-3942"
1576,"B-3863"
1602,"B-3920"
1620,"B-3858"
1648,"B-3872"
1677,"B-3908"
1682,"B-3883"
1689,"B-3835"
1693,"B-3852"
1703,"B-3890"
1715,"B-3834"
1723,"B-3880"
1826,"B-3955"
1905,"B-3837"
1931,"B-3937"
1938,"B-3947"
1964,"B-3907"
1990,"B-3845"
2012,"B-3850"
2021,"B-3867"
2035,"B-3832"
2046,"B-3952"
2050,"B-3919"
2065,"B-3875"
2121,"B-3864"
2141,"B-3853"
2241,"B-3957"
2263,"B-3851"
2285,"B-3953"
2286,"B-3911"
2294,"B-3847"
2312,"B-3891"
2359,"B-3939"
2399,"B-3913"
2423,"B-3844"
2466,"B-3896"
2472,"B-3958"
2484,"B-3930"
2536,"B-3924"
2538,"B-3915"
2565,"B-3865"
2604,"B-3874"
2627,"B-3902"
2660,"B-3846"
2736,"B-3917"
2775,"B-3901"
2778,"B-3903"
2816,"B-3888"
2837,"B-3856"
2869,"B-3843"
2875,"B-3848"
2901,"B-3873"
2934,"B-3949"
2953,"B-3855"
2956,"B-3857"
2976,"B-3918"
2977,"B-3889"
2994,"B-3836"
3041,"B-3882"
3053,"B-3892"
3112,"B-3916"
3160,"B-3904"
3162,"B-3931"
3165,"B-3923"
3270,"B-3906"
3296,"B-3899"
3313,"B-3914"
3334,"B-3826"
3344,"B-3849"
3355,"B-3881"
3385,"B-3909"
3401,"B-3842"
3433,"B-3936"
3435,"B-3828"
3495,"B-3934"
3500,"B-3838"
3504,"B-3869"
3539,"B-3944"
3542,"B-3878"
3568,"B-3868"
3592,"B-3879"
498,"B-3978"
922,"B-3968"
965,"B-3976"
975,"B-3969"
981,"B-3965"
1197,"B-3961"
1237,"B-3980"
1507,"B-3973"
1581,"B-3970"
1892,"B-3967"
2000,"B-3963"
2086,"B-3975"
2124,"B-3977"
2172,"B-3962"
2189,"B-3964"
2206,"B-3979"
2264,"B-3971"
2617,"B-3972"
2641,"B-3981"
3141,"B-3960"
3237,"B-3966"
3537,"B-3974"
19,"B-4053"
24,"B-3985"
34,"B-4075"
67,"B-4017"
101,"B-4024"
109,"B-4033"
141,"B-4003"
164,"B-3987"
194,"B-4019"
243,"B-3991"
258,"B-4023"
261,"B-4014"
476,"B-4021"
537,"B-3992"
575,"B-4012"
581,"B-4037"
600,"B-4010"
606,"B-4034"
674,"B-4044"
727,"B-3982"
787,"B-4031"
799,"B-4077"
832,"B-4038"
843,"B-4011"
860,"B-4045"
922,"B-4078"
951,"B-4018"
1004,"B-4082"
1035,"B-4035"
1075,"B-4048"
1140,"B-3993"
1162,"B-4067"
1191,"B-4004"
1227,"B-4025"
1302,"B-4083"
1340,"B-4049"
1395,"B-4040"
1422,"B-4006"
1439,"B-4058"
1457,"B-4055"
1494,"B-4001"
1509,"B-4022"
1526,"B-4050"
1586,"B-4080"
1607,"B-4061"
1633,"B-4042"
1685,"B-3994"
1703,"B-4060"
1741,"B-4047"
1767,"B-4008"
1799,"B-4043"
1806,"B-4068"
1881,"B-4000"
1985,"B-4059"
2060,"B-4046"
2069,"B-3984"
2091,"B-3988"
2100,"B-4039"
2134,"B-4074"
2211,"B-3997"
2222,"B-4073"
2228,"B-4069"
2245,"B-4052"
2292,"B-4028"
2295,"B-4066"
2337,"B-4054"
2372,"B-4007"
2412,"B-4079"
2425,"B-4016"
2429,"B-3995"
2461,"B-3986"
2474,"B-4051"
2485,"B-4020"
2534,"B-3998"
2537,"B-4064"
2570,"B-4005"
2585,"B-4072"
2598,"B-4009"
2605,"B-3990"
2613,"B-4013"
2632,"B-3983"
2668,"B-4015"
2721,"B-4002"
2785,"B-4076"
2811,"B-3996"
3012,"B-4026"
3051,"B-4030"
3062,"B-4081"
3139,"B-4036"
3153,"B-4027"
3160,"B-4071"
3192,"B-4062"
3196,"B-4032"
3212,"B-4041"
3233,"B-4029"
3283,"B-4063"
3297,"B-4057"
3343,"B-4065"
3370,"B-3989"
3485,"B-3999"
3533,"B-4070"
3606,"B-4056"
32,"B-4135"
66,"B-4086"
128,"B-4126"
381,"B-4111"
440,"B-4137"
486,"B-4124"
611,"B-4131"
657,"B-4132"
710,"B-4134"
814,"B-4119"
816,"B-4133"
879,"B-4102"
950,"B-4112"
1045,"B-4138"
1048,"B-4122"
1061,"B-4092"
1115,"B-4116"
1161,"B-4139"
1170,"B-4108"
1239,"B-4094"
1286,"B-4117"
1292,"B-4109"
1296,"B-4087"
1337,"B-4140"
1360,"B-4121"
1490,"B-4141"
1491,"B-4130"
1524,"B-4123"
1558,"B-4105"
1633,"B-4118"
1645,"B-4088"
1699,"B-4128"
1749,"B-4095"
1757,"B-4100"
1847,"B-4110"
1857,"B-4136"
1860,"B-4084"
1880,"B-4120"
1905,"B-4114"
2082,"B-4091"
2124,"B-4106"
2190,"B-4103"
2222,"B-4101"
2342,"B-4125"
2381,"B-4099"
2456,"B-4098"
2463,"B-4085"
2480,"B-4129"
2589,"B-4115"
2639,"B-4089"
2706,"B-4093"
2718,"B-4096"
2880,"B-4142"
3271,"B-4113"
3309,"B-4104"
3377,"B-4097"
3423,"B-4107"
3543,"B-4127"
3605,"B-4090"
22,"B-4151"
266,"B-4146"
298,"B-4161"
301,"B-4147"
342,"B-4193"
387,"B-4148"
395,"B-4185"
403,"B-4177"
494,"B-4157"
500,"B-4184"
553,"B-4191"
576,"B-4202"
640,"B-4178"
774,"B-4166"
931,"B-4153"
934,"B-4200"
1134,"B-4152"
1140,"B-4167"
1153,"B-4170"
1224,"B-4175"
1528,"B-4174"
1633,"B-4158"
1643,"B-4162"
1668,"B-4183"
1692,"B-4149"
1747,"B-4165"
1834,"B-4192"
1944,"B-4169"
1973,"B-4155"
2026,"B-4198"
2078,"B-4160"
2086,"B-4182"
2096,"B-4197"
2129,"B-4173"
2145,"B-4187"
2294,"B-4154"
2346,"B-4195"
2390,"B-4164"
2453,"B-4190"
2476,"B-4188"
2554,"B-4176"
2562,"B-4163"
2570,"B-4145"
2671,"B-4180"
2691,"B-4189"
2789,"B-4172"
2874,"B-4181"
2942,"B-4168"
2948,"B-4199"
3034,"B-4186"
3080,"B-4179"
3096,"B-4143"
3143,"B-4150"
3201,"B-4156"
3239,"B-4171"
3425,"B-4144"
3448,"B-4194"
3508,"B-4196"
3546,"B-4159"
3568,"B-4201"
1,"B-4213"
7,"B-4240"
31,"B-4238"
277,"B-4220"
290,"B-4234"
375,"B-4219"
389,"B-4204"
501,"B-4206"
582,"B-4243"
611,"B-4237"
866,"B-4225"
882,"B-4245"
934,"B-4212"
1018,"B-4226"
1030,"B-4207"
1274,"B-4205"
1304,"B-4216"
1447,"B-4224"
1448,"B-4215"
1469,"B-4208"
1524,"B-4227"
1825,"B-4241"
1928,"B-4211"
1947,"B-4223"
2175,"B-4222"
2210,"B-4209"
2264,"B-4232"
2475,"B-4217"
2603,"B-4246"
2631,"B-4203"
2660,"B-4244"
2693,"B-4218"
2834,"B-4221"
2924,"B-4210"
3090,"B-4230"
3147,"B-4214"
3242,"B-4242"
3264,"B-4239"
3297,"B-4236"
3331,"B-4229"
3511,"B-4233"
3519,"B-4231"
3555,"B-4228"
3562,"B-4235"
51,"B-4316"
64,"B-4292"
104,"B-4271"
123,"B-4278"
178,"B-4259"
189,"B-4284"
280,"B-4261"
366,"B-4299"
380,"B-4275"
383,"B-4248"
430,"B-4311"
443,"B-4315"
449,"B-4273"
517,"B-4257"
559,"B-4254"
661,"B-4276"
714,"B-4301"
751,"B-4320"
842,"B-4282"
881,"B-4281"
907,"B-4247"
1159,"B-4287"
1179,"B-4307"
1207,"B-4313"
1217,"B-4277"
1319,"B-4279"
1375,"B-4323"
1378,"B-4283"
1484,"B-4302"
1508,"B-4291"
1512,"B-4267"
1571,"B-4264"
1606,"B-4306"
1618,"B-4295"
1648,"B-4268"
1649,"B-4288"
1674,"B-4270"
1677,"B-4314"
1717,"B-4310"
1773,"B-4321"
1804,"B-4318"
1807,"B-4263"
1864,"B-4298"
1921,"B-4327"
1935,"B-4308"
1971,"B-4322"
1986,"B-4251"
2025,"B-4324"
2030,"B-4300"
2078,"B-4258"
2129,"B-4256"
2144,"B-4304"
2171,"B-4328"
2249,"B-4305"
2326,"B-4252"
2358,"B-4285"
2372,"B-4297"
2426,"B-4269"
2427,"B-4262"
2433,"B-4280"
2450,"B-4266"
2589,"B-4274"
2590,"B-4329"
2597,"B-4289"
2616,"B-4294"
2630,"B-4296"
2634,"B-4317"
2645,"B-4290"
2688,"B-4250"
2716,"B-4272"
2749,"B-4326"
2762,"B-4303"
2823,"B-4286"
2887,"B-4255"
3013,"B-4253"
3101,"B-4319"
3105,"B-4293"
3232,"B-4312"
3266,"B-4260"
3344,"B-4265"
3350,"B-4249"
3388,"B-4330"
3428,"B-4325"
3554,"B-4309"
17,"B-4377"
31,"B-4343"
156,"B-4382"
205,"B-4415"
240,"B-4364"
286,"B-4371"
293,"B-4388"
306,"B-4409"
349,"B-4392"
351,"B-4338"
412,"B-4418"
436,"B-4335"
470,"B-4403"
482,"B-4339"
492,"B-4344"
501,"B-4393"
520,"B-4354"
642,"B-4417"
657,"B-4333"
679,"B-4394"
717,"B-4367"
745,"B-4416"
818,"B-4429"
849,"B-4381"
871,"B-4380"
908,"B-4400"
950,"B-4389"
1010,"B-4348"
1021,"B-4357"
1145,"B-4358"
1147,"B-4334"
1214,"B-4425"
1309,"B-4346"
1343,"B-4375"
1389,"B-4372"
1401,"B-4370"
1413,"B-4386"
1515,"B-4331"
1519,"B-4399"
1591,"B-4395"
1606,"B-4336"
1634,"B-4423"
1641,"B-4374"
1665,"B-4352"
1686,"B-4351"
1715,"B-4349"
1730,"B-4337"
1740,"B-4390"
1782,"B-4379"
1793,"B-4408"
1842,"B-4373"
1843,"B-4365"
1851,"B-4412"
1905,"B-4401"
1911,"B-4369"
1912,"B-4376"
1922,"B-4405"
1960,"B-4407"
1970,"B-4360"
1988,"B-4355"
2119,"B-4359"
2373,"B-4350"
2375,"B-4428"
2442,"B-4385"
2476,"B-4427"
2505,"B-4361"
2582,"B-4368"
2668,"B-4410"
2714,"B-4391"
2719,"B-4366"
2749,"B-4406"
2856,"B-4362"
2935,"B-4424"
2959,"B-4419"
2975,"B-4384"
2979,"B-4353"
3012,"B-4413"
3057,"B-4396"
3078,"B-4340"
3086,"B-4363"
3091,"B-4345"
3151,"B-4356"
3176,"B-4387"
3251,"B-4421"
3259,"B-4404"
3274,"B-4397"
3307,"B-4422"
3346,"B-4398"
3404,"B-4414"
3445,"B-4420"
3471,"B-4402"
3510,"B-4411"
3521,"B-4383"
3543,"B-4378"
3555,"B-4347"
3571,"B-4341"
3582,"B-4342"
3593,"B-4426"
3607,"B-4332"
38,"B-4559"
106,"B-4460"
130,"B-4539"
187,"B-4475"
198,"B-4495"
211,"B-4501"
222,"B-4560"
227,"B-4447"
231,"B-4480"
268,"B-4565"
274,"B-4499"
308,"B-4488"
404,"B-4523"
424,"B-4455"
521,"B-4471"
568,"B-4545"
605,"B-4527"
638,"B-4571"
641,"B-4576"
644,"B-4564"
653,"B-4568"
671,"B-4498"
677,"B-4440"
680,"B-4544"
685,"B-4575"
702,"B-4464"
711,"B-4526"
769,"B-4525"
791,"B-4514"
807,"B-4538"
821,"B-4557"
823,"B-4506"
835,"B-4531"
857,"B-4485"
873,"B-4554"
885,"B-4487"
893,"B-4543"
904,"B-4457"
976,"B-4445"
1009,"B-4476"
1051,"B-4524"
1068,"B-4436"
1082,"B-4512"
1163,"B-4443"
1196,"B-4547"
1237,"B-4486"
1254,"B-4497"
1270,"B-4509"
1345,"B-4482"
1358,"B-4573"
1374,"B-4505"
1428,"B-4569"
1453,"B-4578"
1456,"B-4442"
1504,"B-4481"
1513,"B-4462"
1523,"B-4504"
1532,"B-4470"
1556,"B-4516"
1560,"B-4468"
1575,"B-4500"
1586,"B-4522"
1603,"B-4451"
1624,"B-4511"
1652,"B-4456"
1659,"B-4483"
1717,"B-4533"
1726,"B-4503"
1756,"B-4489"
1789,"B-4563"
1812,"B-4532"
1824,"B-4459"
1836,"B-4534"
1854,"B-4491"
1894,"B-4542"
1910,"B-4502"
1921,"B-4535"
1938,"B-4437"
1939,"B-4438"
1980,"B-4484"
2031,"B-4493"
2048,"B-4528"
2064,"B-4472"
2076,"B-4492"
2088,"B-4441"
2128,"B-4508"
2134,"B-4551"
2155,"B-4444"
2183,"B-4466"
2203,"B-4550"
2208,"B-4521"
2233,"B-4558"
2266,"B-4520"
2274,"B-4496"
2283,"B-4467"
2319,"B-4515"
2475,"B-4553"
2536,"B-4552"
2576,"B-4577"
2585,"B-4540"
2630,"B-4434"
2636,"B-4572"
2656,"B-4433"
2701,"B-4536"
2705,"B-4450"
2738,"B-4517"
2739,"B-4446"
2760,"B-4529"
2786,"B-4548"
2793,"B-4541"
2815,"B-4566"
2835,"B-4452"
2862,"B-4461"
2915,"B-4546"
2922,"B-4458"
2940,"B-4549"
2945,"B-4574"
2951,"B-4465"
2956,"B-4518"
2959,"B-4519"
2969,"B-4530"
2996,"B-4561"
2998,"B-4432"
3049,"B-4439"
3052,"B-4431"
3062,"B-4463"
3076,"B-4513"
3079,"B-4435"
3141,"B-4478"
3161,"B-4479"
3176,"B-4555"
3195,"B-4454"
3206,"B-4474"
3217,"B-4448"
3219,"B-4556"
3233,"B-4507"
3250,"B-4453"
3287,"B-4430"
3311,"B-4570"
3390,"B-4473"
3406,"B-4537"
3416,"B-4469"
3484,"B-4494"
3505,"B-4490"
3516,"B-4562"
3521,"B-4477"
3533,"B-4449"
3550,"B-4510"
3567,"B-4567"
85,"B-4588"
193,"B-4587"
267,"B-4605"
420,"B-4603"
502,"B-4592"
561,"B-4584"
616,"B-4609"
859,"B-4596"
1083,"B-4589"
1404,"B-4594"
1506,"B-4586"
1581,"B-4601"
1595,"B-4607"
1601,"B-4583"
1626,"B-4600"
1865,"B-4608"
2281,"B-4590"
2363,"B-4606"
2370,"B-4580"
2399,"B-4581"
2430,"B-4604"
2613,"B-4598"
2619,"B-4602"
2694,"B-4591"
2808,"B-4593"
2809,"B-4585"
2820,"B-4599"
3052,"B-4597"
3191,"B-4579"
3447,"B-4582"
3457,"B-4595"
4,"B-4618"
351,"B-4612"
356,"B-4620"
512,"B-4610"
515,"B-4615"
553,"B-4619"
788,"B-4625"
1014,"B-4621"
1166,"B-4613"
1265,"B-4616"
1402,"B-4624"
1786,"B-4617"
1788,"B-4627"
1963,"B-4611"
1995,"B-4626"
2366,"B-4623"
2507,"B-4614"
2707,"B-4622"
50,"B-4648"
113,"B-4641"
201,"B-4666"
202,"B-4673"
214,"B-4681"
239,"B-4643"
690,"B-4628"
695,"B-4629"
732,"B-4639"
763,"B-4642"
781,"B-4636"
810,"B-4644"
811,"B-4659"
871,"B-4687"
918,"B-4689"
1006,"B-4665"
1068,"B-4688"
1123,"B-4680"
1188,"B-4662"
1252,"B-4649"
1513,"B-4664"
1537,"B-4635"
1632,"B-4678"
1650,"B-4685"
1665,"B-4658"
1674,"B-4663"
1681,"B-4637"
1689,"B-4657"
1706,"B-4645"
1725,"B-4655"
1745,"B-4630"
1755,"B-4654"
1827,"B-4638"
1838,"B-4653"
1904,"B-4669"
1923,"B-4640"
2083,"B-4682"
2091,"B-4675"
2145,"B-4676"
2183,"B-4652"
2242,"B-4661"
2411,"B-4677"
2504,"B-4668"
2609,"B-4633"
2616,"B-4656"
2718,"B-4671"
2791,"B-4651"
2838,"B-4634"
2857,"B-4670"
2861,"B-4679"
2961,"B-4674"
2993,"B-4667"
3140,"B-4683"
3151,"B-4631"
3201,"B-4672"
3220,"B-4660"
3412,"B-4686"
3437,"B-4684"
3455,"B-4647"
3475,"B-4632"
3597,"B-4646"
3606,"B-4650"
60,"B-4693"
739,"B-4699"
773,"B-4711"
1335,"B-4695"
1392,"B-4702"
1434,"B-4707"
1492,"B-4709"
1517,"B-4710"
1777,"B-4706"
1839,"B-4694"
2117,"B-4692"
2319,"B-4703"
2381,"B-4697"
2416,"B-4708"
2457,"B-4696"
2490,"B-4705"
2668,"B-4700"
2705,"B-4701"
3024,"B-4690"
3381,"B-4691"
3460,"B-4698"
3529,"B-4704"
20,"B-4739"
31,"B-4737"
225,"B-4750"
288,"B-4729"
473,"B-4746"
550,"B-4712"
741,"B-4734"
1083,"B-4722"
1154,"B-4717"
1178,"B-4715"
1198,"B-4726"
1205,"B-4714"
1215,"B-4733"
1218,"B-4724"
1376,"B-4745"
1582,"B-4727"
1586,"B-4740"
1589,"B-4730"
1598,"B-4747"
1652,"B-4751"
1698,"B-4753"
1792,"B-4752"
1837,"B-4742"
1961,"B-4725"
1973,"B-4749"
2071,"B-4741"
2189,"B-4744"
2434,"B-4731"
2478,"B-4735"
2559,"B-4736"
2560,"B-4728"
2789,"B-4719"
2947,"B-4723"
3082,"B-4716"
3338,"B-4748"
3340,"B-4743"
3370,"B-4718"
3379,"B-4713"
3430,"B-4721"
3446,"B-4738"
3494,"B-4732"
3558,"B-4720"
79,"B-4795"
173,"B-4783"
226,"B-4755"
292,"B-4757"
320,"B-4796"
336,"B-4760"
708,"B-4775"
850,"B-4788"
858,"B-4787"
1005,"B-4780"
1086,"B-4773"
1199,"B-4793"
1204,"B-4774"
1334,"B-4758"
1350,"B-4782"
1454,"B-4756"
1559,"B-4754"
1617,"B-4798"
1621,"B-4770"
1627,"B-4799"
1640,"B-4778"
1650,"B-4765"
1709,"B-4785"
1876,"B-4771"
1941,"B-4759"
2041,"B-4792"
2115,"B-4790"
2226,"B-4768"
2267,"B-4791"
2276,"B-4786"
2367,"B-4772"
2380,"B-4784"
2503,"B-4762"
2583,"B-4767"
2596,"B-4777"
2669,"B-4797"
2678,"B-4800"
2939,"B-4766"
2997,"B-4794"
3095,"B-4764"
3148,"B-4802"
3164,"B-4781"
3204,"B-4803"
3294,"B-4801"
3296,"B-4761"
3421,"B-4779"
3437,"B-4789"
3456,"B-4769"
3517,"B-4776"
3568,"B-4763"
10,"B-4855"
24,"B-4843"
119,"B-4822"
155,"B-4847"
316,"B-4866"
538,"B-4829"
578,"B-4825"
677,"B-4865"
710,"B-4820"
747,"B-4849"
830,"B-4807"
837,"B-4813"
845,"B-4811"
877,"B-4818"
923,"B-4816"
1022,"B-4809"
1136,"B-4844"
1146,"B-4830"
1193,"B-4856"
1374,"B-4826"
1454,"B-4861"
1478,"B-4854"
1479,"B-4850"
1615,"B-4821"
1627,"B-4858"
1698,"B-4828"
1712,"B-4859"
1732,"B-4845"
1770,"B-4834"
1848,"B-4804"
1856,"B-4831"
1872,"B-4868"
1889,"B-4823"
1892,"B-4840"
1974,"B-4842"
1980,"B-4835"
1983,"B-4836"
1999,"B-4853"
2016,"B-4864"
2074,"B-4817"
2089,"B-4846"
2102,"B-4841"
2237,"B-4824"
2347,"B-4860"
2363,"B-4812"
2401,"B-4810"
2528,"B-4857"
2629,"B-4852"
2684,"B-4814"
2694,"B-4827"
2700,"B-4833"
2703,"B-4867"
2755,"B-4851"
2757,"B-4806"
2838,"B-4848"
3040,"B-4838"
3306,"B-4837"
3353,"B-4815"
3364,"B-4808"
3467,"B-4863"
3499,"B-4832"
3513,"B-4862"
3547,"B-4805"
3550,"B-4819"
3576,"B-4839"
162,"B-4903"
343,"B-4885"
735,"B-4887"
780,"B-4891"
785,"B-4886"
1104,"B-4894"
1237,"B-4882"
1292,"B-4892"
1379,"B-4870"
1415,"B-4893"
1444,"B-4898"
1598,"B-4902"
1619,"B-4875"
1772,"B-4884"
1791,"B-4905"
1796,"B-4899"
2059,"B-4901"
2171,"B-4896"
2215,"B-4890"
2279,"B-4888"
2301,"B-4871"
2472,"B-4876"
2731,"B-4873"
2790,"B-4877"
2864,"B-4878"
2932,"B-4881"
2948,"B-4895"
3032,"B-4889"
3066,"B-4874"
3193,"B-4872"
3235,"B-4880"
3288,"B-4897"
3318,"B-4869"
3363,"B-4879"
3472,"B-4900"
3525,"B-4883"
3606,"B-4904"
101,"B-4920"
200,"B-4919"
287,"B-4922"
323,"B-4912"
341,"B-4910"
393,"B-4923"
669,"B-4911"
702,"B-4906"
727,"B-4931"
767,"B-4927"
775,"B-4926"
875,"B-4914"
1056,"B-4932"
1284,"B-4934"
1291,"B-4915"
1724,"B-4933"
1760,"B-4921"
1990,"B-4930"
2067,"B-4935"
2101,"B-4909"
2123,"B-4928"
2331,"B-4918"
2337,"B-4908"
2534,"B-4907"
2557,"B-4916"
2619,"B-4917"
2627,"B-4913"
2842,"B-4924"
2857,"B-4936"
3117,"B-4929"
3339,"B-4925"
5,"B-4982"
116,"B-4968"
174,"B-4973"
247,"B-4985"
385,"B-4967"
387,"B-4959"
500,"B-4948"
517,"B-4965"
545,"B-4946"
666,"B-4969"
690,"B-4944"
696,"B-4943"
842,"B-4955"
874,"B-4958"
891,"B-4970"
955,"B-4952"
1008,"B-4939"
1092,"B-4940"
1123,"B-4980"
1284,"B-4954"
1290,"B-4962"
1383,"B-4960"
1385,"B-4971"
1389,"B-4979"
1399,"B-4951"
1455,"B-4986"
1465,"B-4966"
1549,"B-4937"
1611,"B-4988"
1680,"B-4947"
1686,"B-4972"
1800,"B-4956"
1819,"B-4942"
1846,"B-4983"
1917,"B-4950"
2050,"B-4953"
2085,"B-4976"
2136,"B-4941"
2164,"B-4975"
2329,"B-4984"
2383,"B-4963"
2492,"B-4961"
2495,"B-4977"
2680,"B-4945"
2755,"B-4981"
2879,"B-4974"
2956,"B-4978"
3160,"B-4964"
3453,"B-4957"
3503,"B-4987"
3523,"B-4938"
3586,"B-4949"
11,"B-4997"
17,"B-4998"
21,"B-5008"
